class,spearman,jaccard@50,jaccard@100,jsd
0,0.14909297755714135,0.3888888888888889,0.3888888888888889,0.35325679495292545
1,0.12762668611009845,0.2987012987012987,0.47058823529411764,0.34508383788113794
2,-0.026165429708508117,0.28205128205128205,0.4084507042253521,0.4066180520027204
