class,rank,token,mean_abs_shap
0,1,2025,0.06611207891076873
0,2,trump,0.05557607477826947
0,3,stocks,0.04973577088614211
0,4,markets,0.04934056628958634
0,5,ai,0.03836569438175542
0,6,shares,0.029172404708134085
0,7,musk,0.0245765899652659
0,8,2024,0.02261956566050153
0,9,market,0.02219551893086123
0,10,year,0.021878657381530612
0,11,com,0.02170266382995117
0,12,nasdaq,0.020138377881866256
0,13,key,0.017795464508305197
0,14,inflation,0.017167236229289666
0,15,media,0.016282419611118544
0,16,million,0.015801656104512767
0,17,investing,0.01505223516251515
0,18,group,0.01478000561504859
0,19,tuesday,0.014088048467520813
0,20,article,0.013996801417292896
0,21,futures,0.013346762913248987
0,22,amid,0.01294231996083617
0,23,stock market,0.012919102447331141
0,24,despite,0.012065072937030115
0,25,tariff,0.011962064355815313
0,26,higher,0.011862387741188583
0,27,investing com,0.011644010363240732
0,28,reported,0.01148825812980998
0,29,arca,0.011411299071665755
0,30,company,0.011156590406071533
0,31,analyst,0.011136032114436036
0,32,announces,0.011097220012750514
0,33,rate,0.010413905824928453
0,34,global,0.009962396105097159
0,35,trading,0.009818163811039402
0,36,years,0.009753380807126085
0,37,stock,0.009734179559215099
0,38,revenue,0.00913688703125164
0,39,new,0.00884962331744382
0,40,growth,0.008845134114939483
0,41,international,0.008468976542912503
0,42,results,0.00801693818757274
0,43,investors,0.00794021384073645
0,44,fears,0.007829849452850191
0,45,trump tariffs,0.007737458932382261
0,46,risk,0.007728543147437843
0,47,indexes,0.007698179406652191
0,48,price,0.007391058895314006
0,49,wall street,0.007324426789076769
0,50,wall,0.007324426789076769
0,51,street,0.007324426789076769
0,52,big,0.007267455356324271
0,53,strong,0.007264082424374285
0,54,slide,0.007263378076120435
0,55,financial,0.007172674053979556
0,56,potential,0.0067326944154130295
0,57,today,0.006685070371727707
0,58,february,0.006511054374181841
0,59,trade,0.006399286140189645
0,60,spdr,0.006370605865067069
0,61,economic,0.006368453714408983
0,62,fell,0.0063651770291648264
0,63,close,0.006168102495571736
0,64,know,0.006153727125358078
0,65,dividend,0.006010710265866663
0,66,review,0.005969789145492694
0,67,stake,0.00591669145347218
0,68,industry,0.0057111518352618755
0,69,10,0.00564667395328721
0,70,read,0.005595570662802968
0,71,latest,0.005540437716848546
0,72,losses,0.005501628123955906
0,73,war,0.005475142472874146
0,74,average,0.0053842318002090125
0,75,set,0.0049827588761975775
0,76,recent,0.0049782892659427464
0,77,portfolio,0.004899010038595237
0,78,instead,0.004867015210098382
0,79,numbers,0.0048032627496659855
0,80,recently,0.004637865705872216
0,81,following,0.004619769249437015
0,82,tech,0.004544418223813357
0,83,filing,0.004525256527934215
0,84,moves,0.004409129489833483
0,85,analysis,0.004397053555214721
0,86,firm,0.0042309810624527695
0,87,continues,0.0040652508419106136
0,88,power,0.004056523496971331
0,89,june,0.004043859365928215
0,90,investment,0.00393574778099447
0,91,record,0.003888758896577152
0,92,announced,0.003876093867202168
0,93,list,0.0038252948140804466
0,94,nyse,0.00377675069411193
0,95,share,0.003770144228042474
0,96,monday,0.003693295165327172
0,97,holdings,0.0036361125719638556
0,98,consumer,0.003616329761880543
0,99,drops,0.003600171092664236
0,100,packaging,0.003517780781918708
1,1,2025,0.09673994811912702
1,2,growth,0.03502918653319736
1,3,market,0.02834541892301385
1,4,inflation,0.023634405949333227
1,5,markets,0.02347093839945579
1,6,company,0.022397879060844582
1,7,nasdaq,0.022079340465451736
1,8,results,0.018781911062056764
1,9,key,0.018031777143998007
1,10,technology,0.017870266563726193
1,11,president,0.017535557351568525
1,12,trading,0.01738369069298434
1,13,tesla,0.017209965151536374
1,14,slide,0.015818160897531203
1,15,stock,0.014675685123520882
1,16,holdings,0.013959453836461133
1,17,stock market,0.013586150805642506
1,18,earnings,0.013060324476690964
1,19,data,0.012870717750045248
1,20,significant,0.012705073046813018
1,21,international,0.012700781911398562
1,22,tariff,0.012302216327200546
1,23,day,0.012222211298621378
1,24,investing com,0.012070910406434364
1,25,musk,0.011831111207714854
1,26,look,0.011006669743220667
1,27,year,0.009950386213172483
1,28,financial,0.009929005222396882
1,29,following,0.0097252511746695
1,30,close,0.009582325908993678
1,31,dow,0.009548822404244671
1,32,stocks,0.009538083746789012
1,33,street,0.00952839741655217
1,34,wall,0.00952839741655217
1,35,wall street,0.00952839741655217
1,36,despite,0.009382851407740523
1,37,invest,0.009130665953276669
1,38,tuesday,0.009010191740600621
1,39,filing,0.008639463773077545
1,40,know,0.00853743634434435
1,41,million,0.008259592790836698
1,42,article,0.008228709368345088
1,43,recently,0.00816130435894465
1,44,futures,0.00815810123980266
1,45,recent,0.008058453700986023
1,46,amid,0.007940250841807312
1,47,based,0.007718255880661495
1,48,potential,0.007563289535118139
1,49,2025 globe,0.007426825418898697
1,50,globe,0.007426825418898697
1,51,globe newswire,0.007426825418898697
1,52,newswire,0.007426825418898697
1,53,2024,0.007402413881469198
1,54,trade,0.0072248866873045135
1,55,rate,0.007089162454358904
1,56,billion,0.00695370589911934
1,57,higher,0.0068460710192097644
1,58,banks,0.006772257915672355
1,59,dividend,0.006717170076021966
1,60,strong,0.006635580264774991
1,61,jones,0.006634969206033736
1,62,dow jones,0.006634969206033736
1,63,ai,0.006498066680348024
1,64,moves,0.006356967155074564
1,65,economic,0.0061395711926106
1,66,2025 earnings,0.006009506279070432
1,67,arca,0.005946234203375381
1,68,china,0.005754678134455945
1,69,jones industrial,0.005460853201706057
1,70,industrial,0.005460853201706057
1,71,industrial average,0.005460853201706057
1,72,stake,0.005434604843000841
1,73,investing,0.005421536285106344
1,74,tech,0.005354428959898115
1,75,list,0.005347060336043188
1,76,indexes,0.0053296022473762455
1,77,buy,0.005147320727885715
1,78,recent trading,0.005116796146056263
1,79,continues,0.005106873819759521
1,80,american,0.005080265545781556
1,81,500,0.005004073828317466
1,82,amazon,0.004981688667872838
1,83,financial results,0.0049719477615335775
1,84,today,0.004946263523945082
1,85,notable,0.004928159662874713
1,86,power,0.004902918229172121
1,87,concerns,0.004896429057921976
1,88,grants,0.004860372699406867
1,89,shares,0.004789716485812029
1,90,tariffs,0.004767327825043798
1,91,revenue,0.0046394411155645035
1,92,nvidia,0.004619788828569455
1,93,announcement,0.004551341896196894
1,94,price,0.004506293419173565
1,95,group,0.004330480235326006
1,96,corp,0.004290996858883665
1,97,monday,0.004235181034688736
1,98,trump,0.00422547753464662
1,99,plc,0.0042203761521557035
1,100,years,0.004214859579706647
2,1,trump,0.05135059724362287
2,2,ai,0.04486376106210342
2,3,nasdaq,0.04221771834731799
2,4,stocks,0.04019768713935308
2,5,shares,0.033962121193946086
2,6,2025,0.0306278692083583
2,7,growth,0.026184052418257872
2,8,markets,0.025869627890130562
2,9,com,0.02565554045312868
2,10,stock,0.02440986468273599
2,11,million,0.02406124889534946
2,12,international,0.021169758454311058
2,13,amid,0.020882570802643483
2,14,media,0.019286966961170264
2,15,holdings,0.01759556640842498
2,16,financial,0.017101679276376437
2,17,2024,0.015217151779032333
2,18,tesla,0.014974670289676013
2,19,technology,0.014484224476955842
2,20,potential,0.014295983950531157
2,21,president,0.014275587282400602
2,22,day,0.014026059738648603
2,23,strong,0.013899662689149285
2,24,trade,0.013624172827494162
2,25,earnings,0.01338400975645874
2,26,musk,0.012745478757551037
2,27,dividend,0.012727880341888629
2,28,data,0.01256678140572699
2,29,year,0.01192827116835813
2,30,dow,0.011721185242482566
2,31,company,0.011241288654773045
2,32,moves,0.010766096644908046
2,33,results,0.010764972874484031
2,34,based,0.0106689533497932
2,35,investors,0.010630519830483473
2,36,group,0.010449525379722577
2,37,reported,0.010080702472658097
2,38,invest,0.009729058069855216
2,39,investing,0.009630698877408823
2,40,significant,0.009319486197102435
2,41,analyst,0.009302297692207697
2,42,fell,0.008647601234787108
2,43,dow jones,0.008565053785809297
2,44,jones,0.008565053785809297
2,45,slide,0.008554782821410757
2,46,latest,0.008529245531438663
2,47,tariffs,0.008271811124043358
2,48,new,0.008182967713811303
2,49,analysis,0.008063356749630787
2,50,investment,0.007940283706542485
2,51,look,0.007867440216176956
2,52,firm,0.007817467654302373
2,53,global,0.007623949359986188
2,54,trading,0.007565526881944933
2,55,announced,0.007506505023846496
2,56,amazon,0.0071379196955795735
2,57,notable,0.007106244765779672
2,58,record,0.0069128479973893115
2,59,announces,0.006889573310348058
2,60,share,0.006857937791202874
2,61,inflation,0.0064671697200435595
2,62,china,0.006344811239585456
2,63,market,0.00614989999215261
2,64,billion,0.0061416995663563225
2,65,big,0.006001974690796705
2,66,session,0.005925234002151171
