feature,importance
lung cancer,0.0006803981914841583
business from,0.0006803767180514674
to alior,0.0006803221020089917
barratt lead,0.000680319993987651
in total,0.0006801910261472177
soy based,0.0006796334803167732
from united,0.000679606050385706
cost,0.0006790518670657151
ethanol,0.0006788649232851564
tie up,0.0006788221995413459
high,0.0006785549818885231
banking group,0.0006781149937494121
onemain,0.0006778790995232637
kirin if,0.0006777865666039385
jumbo,0.0006773992604593034
shire to,0.0006773868226976907
jointly commercialise,0.0006768760084791967
sell majority,0.0006766303935960109
citigroup to,0.0006759089094688791
and daiichi,0.0006755525588412664
halliburton transocean,0.0006753227071133335
record,0.0006753210788135777
plc great,0.0006751035084947064
update easyjet,0.0006749098290567248
bounce back,0.0006747452464922235
statoil from,0.0006745307884627496
to appoint,0.0006742778612371877
based beverage,0.000674272851035861
commercialise movantik,0.0006736441671147597
stress test,0.0006732589479859922
san miguel,0.0006732072648967947
mondi and,0.0006731046083992832
settlement,0.000672895755782563
valeant ceo,0.0006728749968834204
domino pizza,0.0006721054158903406
to acquire,0.0006719147660388274
wells fargo,0.0006718849633676559
on report,0.0006716347037745361
buy associated,0.0006713824833490237
associated,0.0006713001322728421
lse surges,0.000669984120202336
majority stake,0.0006696857775665368
ashtead and,0.0006694545640841673
line,0.000669336032465386
february,0.0006691281494307613
says mulling,0.0006690857622452572
have,0.0006684507963575246
joint,0.0006682061257917759
yielders,0.0006682032206888845
tesco sales,0.0006677900273686941
aims to,0.0006675784847735533
tie,0.0006675738163123168
canada,0.0006674738276346616
struggle in,0.0006673821747951996
with dixons,0.0006673697828963126
miguel says,0.0006672943515845914
john allan,0.0006671019460902039
the coca,0.0006669948874691306
struggle,0.0006667079583334357
roy gardner,0.0006662488685131703
gas deals,0.0006661650153436169
jointly,0.0006661224037194598
get,0.0006658599190266377
together,0.0006643286764241041
sale source,0.0006640958895151672
gardner,0.000662387211339599
line insurance,0.0006618883649491451
kirin,0.0006617626159851045
rises despite,0.0006617408821929122
emerging,0.0006616992107278912
gain,0.0006614368239368807
appoint,0.0006613116012831104
aberdeen,0.0006612651480835763
to jointly,0.0006611661583634978
buy jumbo,0.0006608934165160282
bp settles,0.0006603936403933368
debenhams surprise,0.0006603933082406953
week,0.000660315680363927
press serco,0.0006598915682608963
recovery,0.000659721245446687
deal with,0.0006595970031022883
fargo stake,0.0006595726889434427
from unilever,0.0006595702632516989
beverage,0.000658677827275599
cola company,0.0006584903269641243
comcast,0.0006579880974535623
hotel,0.0006577680636730986
miguel,0.0006577340450495996
surprise city,0.0006571442484888399
is,0.0006555845082703664
mulling offer,0.0006552325805005646
blockchain,0.0006549600010898308
great portland,0.0006544339693760034
jumbo yielders,0.0006544330507956241
out,0.0006544119255851021
amid,0.0006540223917831183
nbcuniversal bidding,0.000653576732504434
mulling,0.0006526557303945928
not affect,0.0006526171193761874
ex centrica,0.0006522308007570651
partner with,0.0006521443250325196
50 pct,0.0006517236409653833
management,0.0006511200997586166
to partner,0.0006507955860286064
venue gleneagles,0.0006505082469527998
portland,0.0006500485556445749
serco,0.0006497481216442717
affects profit,0.0006497356281896149
cola femsa,0.0006496583651931756
stake above,0.0006492836192992372
sells ryder,0.0006491162874976668
only,0.000648966124957097
plc following,0.0006489499401931018
as ice,0.0006486610132394956
acquire ades,0.0006481258287496122
exxon,0.0006477765946247255
settles,0.0006476378465062196
bae,0.0006476225477246708
ryder,0.0006475733824970127
100m,0.0006472077314985767
up 18,0.0006471061916631412
lift,0.0006467127294135731
continue to,0.0006465463650863738
after settling,0.0006461746768265328
foods,0.0006459177650664969
wells,0.0006457064601554711
united spirits,0.0006455577640473641
lloyds,0.0006445669542355815
extends,0.0006444542962950488
sales beat,0.0006442141339414608
bph core,0.0006440294345894514
drops shell,0.0006437777228697928
profit up,0.0006432562673640486
in china,0.0006428275717879681
acquires,0.0006426840267811476
lifts dividend,0.0006423856337098051
talk,0.0006423293166502688
h1,0.000642199495470837
head,0.000642147766458431
and asos,0.0006409971965398326
venture,0.0006409161312461134
bros trustee,0.0006408817190961506
carphone john,0.0006404626138127239
banking,0.0006394098527324595
morning,0.0006389543337549243
claims with,0.000638751495916766
wood,0.0006374943811510125
investor,0.0006374067662738144
sell onemain,0.0006365840727827059
growth stocks,0.0006359911410859729
great,0.0006350494610001652
sight,0.0006342026964088309
berkshire,0.0006332254140341691
rare,0.0006331201067147546
with christmas,0.0006323862255539882
peroni,0.0006313690872000713
of canada,0.0006305751023474596
and coca,0.0006304487767901906
with halliburton,0.0006300804662421432
earnings,0.0006289759227593698
must,0.0006281096900187517
for cancer,0.0006276086524516885
be,0.0006274546936048898
ennismore,0.0006272159068681493
beat,0.0006271845355714651
stanchart for,0.0006265991664831218
cup venue,0.0006257823415839675
boerse merger,0.0006253396855523394
next week,0.0006251619992033255
to close,0.0006243403430076574
backs,0.0006241150454335397
european,0.0006241138723035699
above,0.0006232230638865597
bidding to,0.0006230426099390564
following today,0.0006225253164098349
yielders british,0.0006220412084288785
why,0.00062130800824707
bae systems,0.0006199876609059948
astrazeneca and,0.0006196870075822835
talktalk,0.0006196687615717472
book,0.0006194427600197037
of sabmiller,0.0006185574052254273
germany,0.0006183224953548601
cup,0.000618014287028177
plc are,0.0006177979115403069
to reshape,0.0006169725733317212
revenue,0.0006163415605248096
systems,0.0006162968701396823
air,0.000615874834452107
related claims,0.0006156276593182961
high on,0.0006149604105035113
budget,0.0006146478749125011
