feature,importance
to be,0.0006143608964952509
asos,0.0006141901494994264
debenhams,0.0006139416974250298
bounce,0.0006139038569219662
trent share,0.0006137032476930064
digital,0.0006127420441230414
pharma for,0.0006121073901712909
in ecommerce,0.0006118225916495562
plc john,0.0006116584009270132
offer ashtead,0.0006114299456912674
20,0.0006107780159780087
boosts,0.0006104616727401636
morrisons and,0.0006100115621460178
2015,0.0006090093962787215
nyse,0.0006086890127404452
for lse,0.0006082515565593104
asthma drug,0.0006068199736176821
fargo,0.0006066671911753199
wealth,0.0006064994353805747
venue,0.0006064721555933293
billion pound,0.0006063692634982996
hotel to,0.0006061089394164429
lung,0.000605493458455299
prudential,0.0006054465544522554
support,0.0006053097519337757
intercontinental hotels,0.00060377444440625
rights to,0.0006032208689410556
ryder cup,0.0006030938959425202
bg group,0.0006027036418672053
tobacco plc,0.0006022169758666833
unit to,0.0006018760966427365
hikes,0.0006016279005436191
this,0.0006010037358919728
10 percent,0.0006007776779411696
to ennismore,0.0005996488937789716
70,0.0005987403397178184
approve,0.0005974979077759946
london ipo,0.0005968507945401525
hires,0.0005955671644904463
canada entertainment,0.0005955408823672892
gleneagles,0.0005930514873811034
shire takeover,0.0005930385018186145
merger with,0.0005918850771299988
new morrisons,0.000591702605895936
currencies,0.0005909116207603526
edges,0.0005903801653464645
approval,0.000589211701492966
advice,0.0005888933005668372
tullow,0.0005885494277589624
ennismore group,0.0005882293423093472
pct,0.0005877464104761681
sanofi,0.000587488436302308
intercontinental,0.0005861138340222058
costs,0.0005859197163891105
related,0.0005851761041131961
stock exchange,0.0005843078065964488
ethanol benchmark,0.000583716862786499
rise in,0.0005835507011459934
end to,0.0005831145586667401
approval for,0.000582669706164883
move,0.0005801948075612749
pound,0.0005798176070912452
to alibaba,0.0005797697357131122
asos plc,0.0005796709448027973
astrazeneca sells,0.000578236901124247
spill related,0.0005781843717279321
plc centrica,0.0005778215696930005
bloomberg,0.0005762364373986707
diageo sells,0.0005758865815259114
must have,0.0005752987183668464
close,0.0005750106340219396
joint venture,0.0005739811910345441
mail share,0.0005720184372283847
euros,0.0005714414675596941
transocean,0.0005698871406845556
month,0.0005688246091886306
price rises,0.0005687421509094265
buy bg,0.0005666351894637762
for new,0.0005655968505809105
london stock,0.0005641635581202756
put,0.0005636700620903552
jobs,0.0005629843620490419
first half,0.0005628412179691691
john wood,0.000562786170744831
can,0.0005612047472527807
alibaba,0.0005609774266536343
half,0.0005606934825104454
takeda,0.0005592628075420721
g4s,0.0005576425382380145
potential,0.0005574235382065962
gleneagles hotel,0.0005571816840110857
increases,0.00055522356517906
risk,0.0005546833424993696
benchmark investigation,0.0005524046576399816
complete,0.0005520682965970736
seeks,0.0005501613327959625
halliburton,0.0005492268800398603
standard chartered,0.0005481282869407174
chartered,0.0005457691582382609
christmas bounce,0.0005454907965808612
boerse lse,0.0005446311676822059
poaches,0.0005437798899297193
expects to,0.0005435120851767398
refile,0.0005408034577480249
takeover of,0.0005385095669323727
debt fears,0.0005384512227415882
again,0.0005384251404682334
sells half,0.0005362676157315866
oil spill,0.0005359872676028953
rolls royce,0.0005335669224862724
start,0.0005326845760205508
could,0.0005312896713582159
billion to,0.0005307087667640353
despite,0.0005302485023361794
asia,0.0005296864898113125
morgan,0.0005288332248200036
as tesco,0.0005283569596058498
of stake,0.0005257535861439244
hotels,0.0005257050273033384
germanwings,0.0005255209459845213
drugs,0.0005234191319098267
axa,0.0005222978209701207
as company,0.0005222925871845458
brazil,0.0005219965671361767
pizza group,0.0005200431549967022
tesco plc,0.0005193563341748529
despite sales,0.0005191275710244019
again as,0.0005171928322562352
as sales,0.0005170081130317345
festive,0.0005147030840090644
image of,0.0005112183283009338
to pay,0.0005108709645373704
regulator,0.0005034480133957345
air travel,0.0005025255564723225
germanwings disaster,0.0005024533893717572
banks,0.0005021439325632358
lse merger,0.0005019821263466199
lazada,0.0005014989183321225
lloyds to,0.0005014403575695427
says,0.0005009935633498163
90m,0.0005006903123672419
as investors,0.0004993155233782493
owner,0.000497263106335115
5bn,0.0004963476191448722
lazada to,0.0004942514385472799
mixed,0.0004926370293215868
for 90m,0.0004915799350862632
royal dutch,0.000489406909734364
speed,0.0004879061229107471
owner ice,0.00048742431072808744
boss,0.00048578504890574477
ecommerce site,0.00048480825905642023
first,0.0004830731751951647
site lazada,0.0004810903807222691
chartered shares,0.000480862711093509
exchange,0.00047391292042029326
lead ftse,0.0004715375810911396
site,0.00047033293515921586
gets,0.0004683233061278006
early,0.0004681944237293246
nyse owner,0.0004675675251768074
two,0.000467473539982794
china,0.0004663983914325185
royce,0.0004656320437706109
half of,0.0004643163981778465
proposed,0.0004599203149717277
plc must,0.0004570838704011475
30,0.0004570483367843508
ecommerce,0.00045625040639645127
alibaba for,0.00045448053702164194
rolls,0.00045183509614686807
property,0.00045057662456439906
dutch,0.0004443601237952588
ceo to,0.0004412271036368564
grocer,0.00044115330132924114
dutch shell,0.0004345409656863938
travel,0.0004225146796770062
baxalta deal,0.00041516382513388984
affect image,0.0004144104964468309
travel easyjet,0.00041423374611162855
will not,0.0004066037081550132
disaster will,0.0004022582046665339
markets higher,0.0003994338122460165
image,0.00039581092235461935
london open,0.00038892915665913623
petrofac,0.0003884713951039277
wimpey and,0.0003878839872597902
barclays falls,0.00038724650869733
of budget,0.00038157879881737253
disaster,0.0003764273634601785
and ashtead,0.00037381590067751185
open,0.00037261345864005626
taylor wimpey,0.0003716174774039442
government,0.00037013297855182926
30m,0.00036898999341817174
affect,0.00036372625594435895
open taylor,0.0003631670558462721
wimpey,0.00036171358721715787
drive markets,0.00036124744547396076
ashtead drive,0.00035688544421752077
taylor,0.00034989589074872226
budget air,0.00034590838021108904
higher barclays,0.00034309097584186304
builds,0.00033672568642725506
with 47,0.00033355249030501624
builds deere,0.0003279219655386539
berkshire builds,0.0003239562161134566
47 billion,0.0003227866729881388
deere,0.0003214656294147191
challenges exxon,0.0003203779704274232
takeda drugs,0.0003148007987658563
astrazeneca takeda,0.0003124835344332792
dumps exxon,0.00031159734467033903
buffett berkshire,0.0003109834221464237
panel backs,0.00031037474677789097
exxon dominance,0.00030983200648193886
updates,0.00030287256761527594
updates for,0.00030220404303598096
shell challenges,0.0003020160060551625
dumps,0.0002987880826002304
bid for,0.0002979795667756676
challenges,0.00029774908921319953
deere stake,0.0002976023361852975
47,0.00029360078395021733
panel,0.0002932033050425176
dominance with,0.00029317607980425026
fda panel,0.0002931053019649269
stake dumps,0.00029092580677864393
safety updates,0.00028781892607339263
dominance,0.00028696251572510025
safety,0.0002869442427457391
backs safety,0.00028570985116044934
for bg,0.00028338178134697787
pound bid,0.00027397140537998714
