,ret,sent
1,1.248172046052179,-0.3788442431289434
2,1.116538344272521,0.6069526686907283
3,-1.8494080169663132,-0.4804784968903497
4,-0.5505338327692241,0.2306863893308424
5,0.6072999324367859,0.4598150253469675
6,0.6769168677692472,0.08066437541109367
7,-0.8186116489670183,-0.8448642536480587
8,-1.521137246213206,0.7640657884605371
9,-0.6384758305590811,0.006864026812790414
10,-0.5780040792759512,-0.7953348942374241
11,-1.4936715413186208,-1.8360058488028863
12,0.6398200545428832,0.09623861170524828
13,-0.599983841134233,-0.07301590262587929
14,0.01625007798751689,-0.43936807809436146
15,2.6487874183024744,-0.1986257982333418
16,-0.007627155628511018,-0.9789223911289227
17,1.0396317972287143,-0.8694238852350549
18,-0.4800513974182059,0.5871276621250792
19,0.24941520491888078,-0.27466233067887225
20,0.5995747586030871,1.2089697274205038
21,-0.05354028096698857,0.23033879903038956
22,0.08932655980839008,1.1949261815180217
23,-1.0128296661982905,1.1388957848954717
24,0.5178060244760123,-0.7301122903528654
25,0.1543354510169509,1.294113372309287
