method,frac_removed,prob,example_idx
ATTN,0.1,0.9273635745048523,26
ATTN,0.3,0.8908524513244629,26
ATTN,0.5,0.9491127729415894,26
ATTN,0.0,0.7387443780899048,27
ATTN,0.1,0.5688565969467163,27
ATTN,0.3,0.8821431398391724,27
ATTN,0.5,0.9323471784591675,27
ATTN,0.0,0.9504015445709229,28
ATTN,0.1,0.9488648772239685,28
ATTN,0.3,0.8459944128990173,28
ATTN,0.5,0.7933682799339294,28
ATTN,0.0,0.9320261478424072,29
ATTN,0.1,0.900270402431488,29
ATTN,0.3,0.8111518025398254,29
ATTN,0.5,0.9141709208488464,29
ATTN,0.0,0.8996104001998901,30
ATTN,0.1,0.9075502753257751,30
ATTN,0.3,0.9038825631141663,30
ATTN,0.5,0.8832995295524597,30
ATTN,0.0,0.7401232719421387,31
ATTN,0.1,0.5244081020355225,31
ATTN,0.3,0.03956545889377594,31
ATTN,0.5,0.06364094465970993,31
ATTN,0.0,0.8839988708496094,32
ATTN,0.1,0.8646348714828491,32
ATTN,0.3,0.9176443219184875,32
ATTN,0.5,0.7025023102760315,32
ATTN,0.0,0.520412027835846,33
ATTN,0.1,0.5162268877029419,33
ATTN,0.3,0.6220805644989014,33
ATTN,0.5,0.5858986377716064,33
ATTN,0.0,0.9409905672073364,34
ATTN,0.1,0.936012864112854,34
ATTN,0.3,0.9464367628097534,34
ATTN,0.5,0.6333847045898438,34
ATTN,0.0,0.5729461312294006,35
ATTN,0.1,0.18674440681934357,35
ATTN,0.3,0.2581864893436432,35
ATTN,0.5,0.5446392297744751,35
ATTN,0.0,0.48942360281944275,36
ATTN,0.1,0.6196132898330688,36
ATTN,0.3,0.867204487323761,36
ATTN,0.5,0.9250924587249756,36
ATTN,0.0,0.8075901865959167,37
ATTN,0.1,0.8344661593437195,37
ATTN,0.3,0.9241012930870056,37
ATTN,0.5,0.92950040102005,37
ATTN,0.0,0.9455125331878662,38
ATTN,0.1,0.9476308226585388,38
ATTN,0.3,0.9228131771087646,38
ATTN,0.5,0.07997451722621918,38
ATTN,0.0,0.9267975687980652,39
ATTN,0.1,0.9245332479476929,39
ATTN,0.3,0.9563021659851074,39
ATTN,0.5,0.9456296563148499,39
ATTN,0.0,0.9471144676208496,40
ATTN,0.1,0.948454737663269,40
ATTN,0.3,0.9443431496620178,40
ATTN,0.5,0.9355428814888,40
ATTN,0.0,0.9494924545288086,41
ATTN,0.1,0.8630583882331848,41
ATTN,0.3,0.9288870692253113,41
ATTN,0.5,0.0531550794839859,41
ATTN,0.0,0.9739577770233154,42
ATTN,0.1,0.9706605672836304,42
ATTN,0.3,0.9740859270095825,42
ATTN,0.5,0.9701167345046997,42
ATTN,0.0,0.8991650342941284,43
ATTN,0.1,0.9220705628395081,43
ATTN,0.3,0.9286110401153564,43
ATTN,0.5,0.93873131275177,43
ATTN,0.0,0.7519921660423279,44
ATTN,0.1,0.6180700659751892,44
ATTN,0.3,0.7328705191612244,44
ATTN,0.5,0.19123077392578125,44
ATTN,0.0,0.798915445804596,45
ATTN,0.1,0.7558056116104126,45
ATTN,0.3,0.6074508428573608,45
ATTN,0.5,0.06757189333438873,45
ATTN,0.0,0.8884056806564331,46
ATTN,0.1,0.8542482256889343,46
ATTN,0.3,0.8213867545127869,46
ATTN,0.5,0.8658756613731384,46
ATTN,0.0,0.8702481389045715,47
ATTN,0.1,0.895504891872406,47
ATTN,0.3,0.8818639516830444,47
ATTN,0.5,0.8785212635993958,47
ATTN,0.0,0.9477444291114807,48
ATTN,0.1,0.9580835700035095,48
ATTN,0.3,0.9532870054244995,48
ATTN,0.5,0.8612959980964661,48
ATTN,0.0,0.9405743479728699,49
ATTN,0.1,0.939373791217804,49
ATTN,0.3,0.9400802850723267,49
ATTN,0.5,0.9438721537590027,49
ATTN,0.0,0.9484527111053467,50
ATTN,0.1,0.9426165819168091,50
ATTN,0.3,0.865020215511322,50
ATTN,0.5,0.18863847851753235,50
ATTN,0.0,0.90904301404953,51
ATTN,0.1,0.9226030707359314,51
ATTN,0.3,0.9324262142181396,51
ATTN,0.5,0.94777512550354,51
ATTN,0.0,0.9137983918190002,52
ATTN,0.1,0.9047821164131165,52
ATTN,0.3,0.896795392036438,52
ATTN,0.5,0.9315193295478821,52
ATTN,0.0,0.9341315627098083,53
ATTN,0.1,0.93631511926651,53
ATTN,0.3,0.9194744229316711,53
ATTN,0.5,0.9408071041107178,53
ATTN,0.0,0.9075518846511841,54
ATTN,0.1,0.9213560819625854,54
ATTN,0.3,0.9219483733177185,54
ATTN,0.5,0.37877169251441956,54
ATTN,0.0,0.8682997822761536,55
ATTN,0.1,0.878775954246521,55
ATTN,0.3,0.7963659763336182,55
ATTN,0.5,0.9165005683898926,55
ATTN,0.0,0.9251002073287964,56
ATTN,0.1,0.9298036098480225,56
ATTN,0.3,0.9319702386856079,56
ATTN,0.5,0.9489140510559082,56
ATTN,0.0,0.9333215355873108,57
ATTN,0.1,0.9363558292388916,57
ATTN,0.3,0.9221871495246887,57
ATTN,0.5,0.9427222013473511,57
ATTN,0.0,0.9407262206077576,58
ATTN,0.1,0.940814197063446,58
ATTN,0.3,0.9408749938011169,58
ATTN,0.5,0.934184730052948,58
ATTN,0.0,0.9323779344558716,59
ATTN,0.1,0.9440252184867859,59
ATTN,0.3,0.9472495317459106,59
ATTN,0.5,0.955313503742218,59
ATTN,0.0,0.6787229776382446,60
ATTN,0.1,0.8116629719734192,60
ATTN,0.3,0.8923026919364929,60
ATTN,0.5,0.9304391741752625,60
ATTN,0.0,0.6098466515541077,61
ATTN,0.1,0.1860371083021164,61
ATTN,0.3,0.46079882979393005,61
ATTN,0.5,0.566148042678833,61
ATTN,0.0,0.5178045034408569,62
ATTN,0.1,0.7892146110534668,62
ATTN,0.3,0.6185029745101929,62
ATTN,0.5,0.4896790385246277,62
ATTN,0.0,0.7112074494361877,63
ATTN,0.1,0.6316736340522766,63
ATTN,0.3,0.708648145198822,63
ATTN,0.5,0.8583757281303406,63
ATTN,0.0,0.9415598511695862,64
ATTN,0.1,0.9429497122764587,64
ATTN,0.3,0.9440841674804688,64
ATTN,0.5,0.9498909711837769,64
ATTN,0.0,0.748113214969635,65
ATTN,0.1,0.5656549334526062,65
ATTN,0.3,0.7374321818351746,65
ATTN,0.5,0.3668561279773712,65
ATTN,0.0,0.97104811668396,66
ATTN,0.1,0.972224771976471,66
ATTN,0.3,0.9722847938537598,66
ATTN,0.5,0.9690807461738586,66
ATTN,0.0,0.8996652364730835,67
ATTN,0.1,0.8956182599067688,67
ATTN,0.3,0.8573013544082642,67
ATTN,0.5,0.6833526492118835,67
ATTN,0.0,0.9361021518707275,68
ATTN,0.1,0.9349597096443176,68
ATTN,0.3,0.9123887419700623,68
ATTN,0.5,0.9219631552696228,68
ATTN,0.0,0.9208107590675354,69
ATTN,0.1,0.9242775440216064,69
ATTN,0.3,0.9354167580604553,69
ATTN,0.5,0.9075115323066711,69
ATTN,0.0,0.8975107073783875,70
ATTN,0.1,0.890760600566864,70
ATTN,0.3,0.9462125897407532,70
ATTN,0.5,0.9162344336509705,70
ATTN,0.0,0.5922965407371521,71
ATTN,0.1,0.7229892015457153,71
ATTN,0.3,0.744208812713623,71
ATTN,0.5,0.7294687628746033,71
ATTN,0.0,0.9437798857688904,72
ATTN,0.1,0.9455744624137878,72
ATTN,0.3,0.9473493695259094,72
ATTN,0.5,0.9496150612831116,72
ATTN,0.0,0.9049453139305115,73
ATTN,0.1,0.8811295628547668,73
ATTN,0.3,0.9010972380638123,73
ATTN,0.5,0.9142411947250366,73
ATTN,0.0,0.4327094852924347,74
ATTN,0.1,0.29634982347488403,74
ATTN,0.3,0.17860348522663116,74
ATTN,0.5,0.12654900550842285,74
ATTN,0.0,0.9686136841773987,75
ATTN,0.1,0.965840756893158,75
ATTN,0.3,0.9608104228973389,75
ATTN,0.5,0.8140145540237427,75
ATTN,0.0,0.9455909729003906,76
ATTN,0.1,0.9472830295562744,76
ATTN,0.3,0.9420524835586548,76
ATTN,0.5,0.9367443919181824,76
ATTN,0.0,0.9022219777107239,77
ATTN,0.1,0.8598108887672424,77
ATTN,0.3,0.09784554690122604,77
ATTN,0.5,0.902225911617279,77
ATTN,0.0,0.9274021983146667,78
ATTN,0.1,0.928213894367218,78
ATTN,0.3,0.9386683702468872,78
ATTN,0.5,0.9173901081085205,78
ATTN,0.0,0.6827473640441895,79
ATTN,0.1,0.44660961627960205,79
ATTN,0.3,0.32998794317245483,79
ATTN,0.5,0.6242194771766663,79
